# BUSCO version is: 5.6.1 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1456375at2	Missing
1470978at2	Missing
1490892at2	Missing
1491686at2	Missing
1497415at2	Missing
1502854at2	Missing
1504821at2	Missing
1505038at2	Missing
1540940at2	Missing
1567535at2	Missing
1572673at2	Complete	contig	484780	485538	+	95.8	100	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Missing
1590629at2	Missing
1592033at2	Missing
1595498at2	Missing
1623045at2	Missing
1661836at2	Missing
1666043at2	Missing
1671455at2	Fragmented	contig	891543	892097	+	57.6	96	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Missing
1676462at2	Missing
1692188at2	Missing
1698718at2	Missing
1701531at2	Fragmented	contig	1200302	1199655	-	52.1	73	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Missing
1707228at2	Missing
1713391at2	Missing
1720952at2	Missing
1758685at2	Complete	contig	1997796	1998224	+	19.7	75	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	contig	961802	962848	+	34.6	80	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Missing
1772647at2	Missing
1776954at2	Missing
1786618at2	Missing
1799923at2	Missing
1822215at2	Missing
1822695at2	Missing
1827295at2	Fragmented	contig	1754525	1748607	-	53.5	44	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Missing
1830156at2	Missing
1838961at2	Missing
1842956at2	Missing
1844275at2	Complete	contig	1400487	1406909	+	112.3	168	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Missing
1874945at2	Fragmented	contig	892952	891939	-	33.8	59	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Complete	contig	99925	97340	-	75.7	67	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Missing
1904463at2	Fragmented	contig	1003064	1002177	-	72.8	64	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Fragmented	contig	1529223	1529918	+	28.8	50	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Missing
1937072at2	Missing
1937493at2	Missing
1940575at2	Missing
1949059at2	Missing
1959318at2	Missing
1963491at2	Missing
1971380at2	Missing
1978865at2	Missing
1990141at2	Fragmented	contig	535096	535839	+	70.4	55	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Missing
2005443at2	Missing
2012682at2	Missing
2035880at2	Missing
2040741at2	Missing
2046660at2	Missing
2063644at2	Fragmented	contig	497051	497587	+	16.0	13	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Missing
2075502at2	Missing
